Date,Month Abbr,State,Number of Flights,Positive,Daily Positve Increase,Deaths,Daily Death Increase,Total Tested,Daily Test Increase
2020-08-06,Aug,Utah,477,42915,587,330,3,555391,5069
2020-08-06,Aug,Washington,752,63698,706,1624,5,1173650,14589
2020-08-07,Aug,Arizona,461,185053,1406,4081,79,1003583,8958
2020-08-07,Aug,California,2059,538416,8436,10011,142,8596882,96419
2020-08-07,Aug,Colorado,925,49436,448,1729,12,766473,11829
2020-08-07,Aug,Florida,987,518075,7686,8051,180,3896939,39576
2020-08-07,Aug,Georgia,2216,209004,4109,4117,91,1753129,28367
2020-08-07,Aug,Illinois,1855,191808,2103,7822,31,2985918,46888
2020-08-07,Aug,Maryland,287,93806,801,3565,14,1371917,28583
2020-08-07,Aug,Massachuttces,489,120291,417,8709,18,1743447,21888
2020-08-07,Aug,Michigan,690,95470,814,6524,18,2036595,30017
2020-08-07,Aug,Minniesota,513,59185,545,1681,4,1121299,16205
2020-08-07,Aug,Nevada,465,54533,976,920,20,506998,6803
2020-08-07,Aug,New Jersey,475,184061,360,15783,11,2252792,22547
2020-08-07,Aug,New York,942,419642,714,25190,5,6368975,70170
2020-08-07,Aug,North Carolina,602,132812,1545,2134,42,1939812,35062
2020-08-07,Aug,Pennsylvania,407,117279,758,7297,15,1316899,16648
2020-08-07,Aug,Texas,2390,474524,7039,8096,293,4000532,56052
2020-08-07,Aug,Utah,474,43375,460,335,5,559100,3709
2020-08-07,Aug,Washington,752,64357,659,1653,29,1188665,15015
2020-08-08,Aug,Arizona,434,186107,1054,4137,56,1015218,11635
2020-08-08,Aug,California,1927,545787,7371,10189,178,8707527,110645
2020-08-08,Aug,Colorado,842,49893,457,1736,7,779670,13197
2020-08-08,Aug,Florida,943,526577,8502,8238,187,3945872,48933
2020-08-08,Aug,Georgia,1997,213427,4423,4186,69,1797966,44837
2020-08-08,Aug,Illinois,1840,193998,2190,7840,18,3033934,48016
2020-08-08,Aug,Maryland,253,94581,775,3577,12,1392724,20807
2020-08-08,Aug,Massachuttces,401,120711,420,8721,12,1755478,12031
2020-08-08,Aug,Michigan,617,96191,721,6520,0,2075121,38526
2020-08-08,Aug,Minniesota,480,60101,916,1689,8,1138595,17296
2020-08-08,Aug,Nevada,392,55419,886,949,29,513019,6021
2020-08-08,Aug,New Jersey,429,184429,368,15792,9,2252792,0
2020-08-08,Aug,New York,907,420345,703,25195,5,6443832,74857
2020-08-08,Aug,North Carolina,604,134766,1954,2160,26,1969766,29954
2020-08-08,Aug,Pennsylvania,339,118092,813,7313,16,1333057,16158
2020-08-08,Aug,Texas,2274,481483,6959,8343,247,4012657,12125
2020-08-08,Aug,Utah,436,43751,376,335,0,566355,7255
2020-08-08,Aug,Washington,742,64723,366,1672,19,1198007,9342
2020-08-09,Aug,Arizona,466,186923,816,4150,13,1021233,6015
2020-08-09,Aug,California,2070,554160,8373,10293,104,8826119,118592
2020-08-09,Aug,Colorado,870,50324,431,1736,0,791022,11352
2020-08-09,Aug,Florida,916,532806,6229,8315,77,3985663,39791
2020-08-09,Aug,Georgia,2160,216596,3169,4199,13,1835048,37082
2020-08-09,Aug,Illinois,1878,195380,1382,7845,5,3075288,41354
2020-08-09,Aug,Maryland,271,95503,922,3585,8,1433396,40672
2020-08-09,Aug,Massachuttces,453,121040,329,8735,14,1763161,7683
2020-08-09,Aug,Michigan,673,96726,535,6519,0,2101332,26211
2020-08-09,Aug,Minniesota,510,60898,797,1698,9,1159139,20544
2020-08-09,Aug,Nevada,474,56230,811,957,8,517604,4585
2020-08-09,Aug,New Jersey,472,184773,344,15797,5,2301852,49060
2020-08-09,Aug,New York,982,420860,515,25202,7,6509644,65812
2020-08-09,Aug,North Carolina,601,136218,1452,2168,8,1986548,16782
2020-08-09,Aug,Pennsylvania,389,118852,760,7314,1,1347210,14153
2020-08-09,Aug,Texas,2355,486362,4879,8459,116,4025864,13207
2020-08-09,Aug,Utah,439,44127,376,336,1,570613,4258
2020-08-09,Aug,Washington,729,64918,195,1688,16,1202997,4990
2020-08-10,Aug,Arizona,474,187523,600,4154,4,1026888,5655
2020-08-10,Aug,California,1940,561911,7751,10359,66,8998353,172234
2020-08-10,Aug,Colorado,892,50660,336,1736,0,801739,10717
2020-08-10,Aug,Florida,956,536961,4155,8408,93,4013857,28194
2020-08-10,Aug,Georgia,1863,219025,2429,4229,30,1861962,26914
2020-08-10,Aug,Illinois,1440,196699,1319,7846,1,3107641,32353
2020-08-10,Aug,Maryland,264,96258,755,3591,6,1462928,29532
2020-08-10,Aug,Massachuttces,366,121315,275,8741,6,1778102,14941
2020-08-10,Aug,Michigan,656,97306,580,6526,7,2122589,21257
2020-08-10,Aug,Minniesota,496,61516,618,1701,3,1172118,12979
2020-08-10,Aug,Nevada,433,56972,742,963,6,522192,4588
2020-08-10,Aug,New Jersey,418,185031,258,15801,4,2324046,22194
2020-08-10,Aug,New York,883,421336,476,25204,2,6563646,54002
2020-08-10,Aug,North Carolina,584,136844,626,2172,4,2001919,15371
2020-08-10,Aug,Pennsylvania,403,119453,601,7317,3,1360283,13073
2020-08-10,Aug,Texas,2371,490817,4455,8490,31,4073661,47797
2020-08-10,Aug,Utah,453,44390,263,345,9,574560,3947
2020-08-10,Aug,Washington,706,65721,803,1688,0,1221951,18954
2020-08-11,Aug,Arizona,438,188737,1214,4199,45,1035900,9012
2020-08-11,Aug,California,1831,574411,12500,10468,109,9186279,187926
2020-08-11,Aug,Colorado,811,51039,379,1746,10,810276,8537
2020-08-11,Aug,Florida,804,542792,5831,8685,277,4049275,35418
2020-08-11,Aug,Georgia,1810,222588,3563,4351,122,1895485,33523
2020-08-11,Aug,Illinois,1591,198248,1549,7866,20,3149003,41362
2020-08-11,Aug,Maryland,267,96843,585,3604,13,1480073,17145
2020-08-11,Aug,Massachuttces,344,121707,392,8751,10,1781520,3418
2020-08-11,Aug,Michigan,565,98213,907,6533,7,2146554,23965
2020-08-11,Aug,Minniesota,477,61839,323,1707,6,1177935,5817
2020-08-11,Aug,Nevada,356,57520,548,981,18,524749,2557
2020-08-11,Aug,New Jersey,371,185475,444,15813,12,2350310,26264
2020-08-11,Aug,New York,777,422003,667,25211,7,6640705,77059
2020-08-11,Aug,North Carolina,450,137895,1051,2204,32,2017498,15579
2020-08-11,Aug,Pennsylvania,352,120281,828,7352,35,1375594,15311
2020-08-11,Aug,Texas,2050,500620,9803,8710,220,4088863,15202
2020-08-11,Aug,Utah,441,44752,362,349,4,578549,3989
2020-08-11,Aug,Washington,697,66404,683,1697,9,1237902,15951
2020-08-12,Aug,Arizona,438,189443,706,4347,148,1042838,6938
2020-08-12,Aug,California,1828,586056,11645,10648,180,9303467,117188
2020-08-12,Aug,Colorado,807,51441,402,1751,5,817422,7146
2020-08-12,Aug,Florida,824,550901,8109,8898,213,4087579,38304
2020-08-12,Aug,Georgia,1927,226153,3565,4456,105,1916742,21257
2020-08-12,Aug,Illinois,1865,199893,1645,7881,15,3191101,42098
2020-08-12,Aug,Maryland,243,97384,541,3612,8,1498088,18015
2020-08-12,Aug,Massachuttces,371,122000,293,8769,18,1781548,28
2020-08-12,Aug,Michigan,619,98689,476,6539,6,2181841,35287
2020-08-12,Aug,Minniesota,491,62303,464,1724,17,1188288,10353
2020-08-12,Aug,Nevada,385,58048,528,996,15,527535,2786
2020-08-12,Aug,New Jersey,408,185938,463,15824,11,2376016,25706
2020-08-12,Aug,New York,832,422703,700,25218,7,6728481,87776
2020-08-12,Aug,North Carolina,455,139061,1166,2249,45,1823283,-194215
2020-08-12,Aug,Pennsylvania,335,121130,849,7385,33,1393106,17512
2020-08-12,Aug,Texas,2142,506820,6200,9034,324,4106360,17497
2020-08-12,Aug,Utah,450,45090,338,351,2,581209,2660
2020-08-12,Aug,Washington,676,67005,601,1716,19,1254514,16612
2020-08-13,Aug,Arizona,502,190794,1351,4383,36,1056770,13932
2020-08-13,Aug,California,1986,593141,7085,10808,160,9445493,142026
2020-08-13,Aug,Colorado,930,51756,315,1756,5,825062,7640
2020-08-13,Aug,Florida,977,557137,6236,9047,149,4122118,34539
2020-08-13,Aug,Georgia,1999,228668,2515,4538,82,1942610,25868
2020-08-13,Aug,Illinois,1812,201727,1834,7905,24,3237107,46006
2020-08-13,Aug,Maryland,281,98160,776,3620,8,1527930,29842
2020-08-13,Aug,Massachuttces,463,122319,319,8790,21,1821031,39483
2020-08-13,Aug,Michigan,664,99856,1167,6555,16,2222386,40545
2020-08-13,Aug,Minniesota,519,62993,690,1731,7,1203559,15271
2020-08-13,Aug,Nevada,474,58650,602,1030,34,533144,5609
2020-08-13,Aug,New Jersey,421,186594,656,15832,8,2403690,27674
2020-08-13,Aug,New York,973,423440,737,25228,10,6816381,87900
2020-08-13,Aug,North Carolina,598,140824,1763,2287,38,1850689,27406
2020-08-13,Aug,Pennsylvania,434,122121,991,7409,24,1410994,17888
2020-08-13,Aug,Texas,2339,513575,6755,9289,255,4230763,124403
2020-08-13,Aug,Utah,476,45424,334,353,2,584656,3447
2020-08-13,Aug,Washington,738,67611,606,1724,8,1269631,15117
2020-08-14,Aug,Arizona,491,191721,927,4423,40,1066146,9376
2020-08-14,Aug,California,2023,601075,7934,10996,188,9556598,111105
2020-08-14,Aug,Colorado,940,52219,463,1763,7,837290,12228
2020-08-14,Aug,Florida,926,563285,6148,9276,229,4160565,38447
2020-08-14,Aug,Georgia,2230,231895,3227,4573,35,1970053,27443
2020-08-14,Aug,Illinois,1890,204023,2296,7932,27,3286680,49573
2020-08-14,Aug,Maryland,297,98875,715,3631,11,1552070,24140
2020-08-14,Aug,Massachuttces,439,122531,212,8804,14,1853032,32001
2020-08-14,Aug,Michigan,677,100724,868,6566,11,2261151,38765
2020-08-14,Aug,Minniesota,506,63723,730,1739,8,1219816,16257
2020-08-14,Aug,Nevada,481,59749,1099,1045,15,538204,5060
2020-08-14,Aug,New Jersey,475,187164,570,15842,10,2429841,26151
2020-08-14,Aug,New York,923,424167,727,25232,4,6901836,85455
2020-08-14,Aug,North Carolina,602,142170,1346,2313,26,1877402,26713
2020-08-14,Aug,Pennsylvania,403,122950,829,7445,36,1427689,16695
2020-08-14,Aug,Texas,2365,520593,7018,9602,313,4282041,51278
2020-08-14,Aug,Utah,463,45976,552,360,7,589817,5161
2020-08-14,Aug,Washington,729,68234,623,1736,12,1284141,14510
2020-08-15,Aug,Arizona,446,192654,933,4492,69,1075748,9602
2020-08-15,Aug,California,1897,613689,12614,11147,151,9681111,124513
2020-08-15,Aug,Colorado,844,52538,319,1768,5,848795,11505
2020-08-15,Aug,Florida,890,569637,6352,9480,204,4202725,42160
2020-08-15,Aug,Georgia,2000,235168,3273,4669,96,1988066,18013
2020-08-15,Aug,Illinois,1822,205851,1828,7937,5,3331094,44414
2020-08-15,Aug,Maryland,268,99693,818,3636,5,1585670,33600
2020-08-15,Aug,Massachuttces,405,122897,366,8818,14,1886299,33267
2020-08-15,Aug,Michigan,614,101782,1058,6586,20,2291779,30628
2020-08-15,Aug,Minniesota,489,64413,690,1745,6,1236918,17102
2020-08-15,Aug,Nevada,410,60608,859,1069,24,542850,4646
2020-08-15,Aug,New Jersey,449,187442,278,15851,9,2461383,31542
2020-08-15,Aug,New York,887,424901,734,25244,12,6990504,88668
2020-08-15,Aug,North Carolina,598,143706,1536,2343,30,1903401,25999
2020-08-15,Aug,Pennsylvania,339,123800,850,7465,20,1443684,15995
2020-08-15,Aug,Texas,2281,528838,8245,9840,238,4321676,39635
2020-08-15,Aug,Utah,433,46321,345,363,3,594901,5084
2020-08-15,Aug,Washington,732,68579,345,1755,19,1292977,8836
2020-08-16,Aug,Arizona,460,193537,883,4506,14,1090499,14751
2020-08-16,Aug,California,2002,621562,7873,11224,77,9798135,117024
2020-08-16,Aug,Colorado,888,52838,300,1768,0,859734,10939
2020-08-16,Aug,Florida,909,573416,3779,9587,107,4232628,29903
2020-08-16,Aug,Georgia,2151,237030,1862,4702,33,2005273,17207
2020-08-16,Aug,Illinois,1909,207413,1562,7955,18,3368183,37089
2020-08-16,Aug,Maryland,281,100212,519,3639,3,1611241,25571
2020-08-16,Aug,Massachuttces,465,123200,303,8829,11,1908475,22176
2020-08-16,Aug,Michigan,665,102259,477,6592,6,2321050,29271
2020-08-16,Aug,Minniesota,500,65152,739,1752,7,1254208,17290
2020-08-16,Aug,Nevada,496,61305,697,1072,3,547463,4613
2020-08-16,Aug,New Jersey,524,187455,13,15853,2,2490186,28803
2020-08-16,Aug,New York,964,425508,607,25250,6,7068196,77692
2020-08-16,Aug,North Carolina,603,144952,1246,2347,4,1924646,21245
2020-08-16,Aug,Pennsylvania,388,124460,660,7468,3,1456863,13179
2020-08-16,Aug,Texas,2098,535582,6744,9983,143,4439041,117365
2020-08-16,Aug,Utah,439,46652,331,363,0,598527,3626
2020-08-16,Aug,Washington,713,68729,150,1766,11,1297928,4951
2020-08-17,Aug,Arizona,457,194005,468,4506,0,1096897,6398
2020-08-17,Aug,California,1943,628031,6469,11242,18,9933780,135645
2020-08-17,Aug,Colorado,930,53176,338,1768,0,873051,13317
2020-08-17,Aug,Florida,892,576094,2678,9674,87,4252876,20248
2020-08-17,Aug,Georgia,2167,238861,1831,4727,25,2027417,22144
2020-08-17,Aug,Illinois,2019,209186,1773,7967,12,3406429,38246
2020-08-17,Aug,Maryland,278,100715,503,3641,2,1645642,34401
2020-08-17,Aug,Massachuttces,414,123413,213,8833,4,1929891,21416
2020-08-17,Aug,Michigan,664,102749,490,6592,0,2340207,19157
2020-08-17,Aug,Minniesota,519,65716,564,1758,6,1266561,12353
2020-08-17,Aug,Nevada,472,61967,662,1077,5,551423,3960
2020-08-17,Aug,New Jersey,467,187767,312,15857,4,2511070,20884
2020-08-17,Aug,New York,884,425916,408,25256,6,7125087,56891
2020-08-17,Aug,North Carolina,601,145516,564,2348,1,1935472,10826
2020-08-17,Aug,Pennsylvania,427,124844,384,7468,0,1467319,10456
2020-08-17,Aug,Texas,2214,542950,7368,10034,51,4476167,37126
2020-08-17,Aug,Utah,468,46894,242,364,1,601795,3268
2020-08-17,Aug,Washington,678,69369,640,1781,15,1314115,16187
2020-08-18,Aug,Arizona,449,194920,915,4529,23,1102493,5596
2020-08-18,Aug,California,1850,632667,4636,11342,100,10049039,115259
2020-08-18,Aug,Colorado,830,53370,194,1778,10,881252,8201
2020-08-18,Aug,Florida,781,579932,3838,9893,219,4279040,26164
2020-08-18,Aug,Georgia,1829,241677,2816,4794,67,2060319,32902
2020-08-18,Aug,Illinois,1621,210926,1740,7993,26,3440604,34175
2020-08-18,Aug,Maryland,273,101235,520,3650,9,1661701,16059
2020-08-18,Aug,Massachuttces,355,123588,175,8839,6,1946517,16626
2020-08-18,Aug,Michigan,582,103403,654,6608,16,2362525,22318
2020-08-18,Aug,Minniesota,472,66061,345,1767,9,1273397,6836
2020-08-18,Aug,Nevada,369,62639,672,1102,25,553928,2505
2020-08-18,Aug,New Jersey,434,188098,331,15867,10,2532745,21675
2020-08-18,Aug,New York,737,426571,655,25264,8,7191978,66891
2020-08-18,Aug,North Carolina,456,146779,1263,2396,48,1951120,15648
2020-08-18,Aug,Pennsylvania,350,125579,735,7499,31,1479566,12247
2020-08-18,Aug,Texas,2054,550232,7282,10250,216,4500645,24478
2020-08-18,Aug,Utah,428,47157,263,369,5,606516,4721
2020-08-18,Aug,Washington,698,69967,598,1785,4,1329216,15101
2020-08-19,Aug,Arizona,444,195557,637,4634,105,1109724,7231
2020-08-19,Aug,California,1842,638831,6164,11523,181,10140683,91644
2020-08-19,Aug,Colorado,838,53631,261,1788,10,887859,6607
2020-08-19,Aug,Florida,807,584047,4115,10067,174,4306239,27199
2020-08-19,Aug,Georgia,1800,243982,2305,4849,55,2075697,15378
2020-08-19,Aug,Illinois,1910,213221,2295,8017,24,3490903,50299
2020-08-19,Aug,Maryland,264,101649,414,3661,11,1675530,13829
2020-08-19,Aug,Massachuttces,394,124415,827,8876,37,1974918,28401
2020-08-19,Aug,Michigan,624,104091,688,6618,10,2395188,32663
2020-08-19,Aug,Minniesota,477,66618,557,1784,17,1308264,34867
2020-08-19,Aug,Nevada,376,63028,389,1134,32,556526,2598
2020-08-19,Aug,New Jersey,462,188427,329,15878,11,2557712,24967
2020-08-19,Aug,New York,785,427202,631,25270,6,7272403,80425
2020-08-19,Aug,North Carolina,473,147932,1153,2431,35,1978094,26974
2020-08-19,Aug,Pennsylvania,361,126149,570,7523,24,1494467,14901
2020-08-19,Aug,Texas,2188,557256,7024,10559,309,4517189,16544
2020-08-19,Aug,Utah,437,47521,364,377,8,610362,3846
2020-08-19,Aug,Washington,673,70530,563,1809,24,1344043,14827
2020-08-20,Aug,Arizona,484,196280,723,4684,50,1116897,7173
2020-08-20,Aug,California,1974,644751,5920,11686,163,10227966,87283
2020-08-20,Aug,Colorado,933,53901,270,1800,12,895207,7348
2020-08-20,Aug,Florida,982,588602,4555,10186,119,4335752,29513
2020-08-20,Aug,Georgia,1972,246741,2759,4904,55,2096835,21138
2020-08-20,Aug,Illinois,1833,215053,1832,8044,27,3542515,51612
2020-08-20,Aug,Maryland,290,102229,580,3669,8,1693571,18041
2020-08-20,Aug,Massachuttces,432,124728,313,8888,12,2009062,34144
2020-08-20,Aug,Michigan,683,104618,527,6634,16,2425702,30514
2020-08-20,Aug,Minniesota,516,67308,690,1791,7,1322220,13956
2020-08-20,Aug,Nevada,467,63584,556,1172,38,560963,4437
2020-08-20,Aug,New Jersey,484,188527,100,15884,6,2585207,27495
2020-08-20,Aug,New York,923,427803,601,25275,5,7353387,80984
2020-08-20,Aug,North Carolina,644,149904,1972,2465,34,2003307,25213
2020-08-20,Aug,Pennsylvania,457,126940,791,7538,15,1513011,18544
2020-08-20,Aug,Texas,2446,562559,5303,10793,234,4547069,29880
2020-08-20,Aug,Utah,477,47982,461,381,4,615804,5442
2020-08-20,Aug,Washington,740,70973,443,1822,13,1356868,12825
2020-08-21,Aug,Arizona,501,196899,619,4688,4,1126420,9523
2020-08-21,Aug,California,2061,650336,5585,11821,135,10329372,101406
2020-08-21,Aug,Colorado,939,54230,329,1815,15,906693,11486
2020-08-21,Aug,Florida,953,593286,4684,10304,118,4367212,31460
2020-08-21,Aug,Georgia,2234,249630,2889,4998,94,2120102,23267
2020-08-21,Aug,Illinois,1937,217346,2293,8066,22,3594336,51821
2020-08-21,Aug,Maryland,287,102899,670,3674,5,1722957,29386
2020-08-21,Aug,Massachuttces,473,125216,488,8901,13,2050871,41809
2020-08-21,Aug,Michigan,676,104618,0,6634,0,2425702,0
2020-08-21,Aug,Minniesota,519,68133,825,1799,8,1340850,18630
2020-08-21,Aug,Nevada,459,64433,849,1185,13,566311,5348
2020-08-21,Aug,New Jersey,522,188817,290,15893,9,2615692,30485
2020-08-21,Aug,New York,895,428512,709,25278,3,7452267,98880
2020-08-21,Aug,North Carolina,646,151912,2008,2494,29,2030885,27578
2020-08-21,Aug,Pennsylvania,420,127633,693,7558,20,1527142,14131
2020-08-21,Aug,Texas,2436,567580,5021,11051,258,4580026,32957
2020-08-21,Aug,Utah,469,48445,463,383,2,619397,3593
2020-08-21,Aug,Washington,731,71414,441,1837,15,1369264,12396
2020-08-22,Aug,Arizona,451,197895,996,4756,68,1142557,16137
2020-08-22,Aug,California,1903,656892,6556,11988,167,10436352,106980
2020-08-22,Aug,Colorado,853,54586,356,1815,0,918926,12233
2020-08-22,Aug,Florida,930,597597,4311,10411,107,4401847,34635
2020-08-22,Aug,Georgia,1982,252222,2592,5092,94,2149170,29068
2020-08-22,Aug,Illinois,1845,219702,2356,8083,17,3651102,56766
2020-08-22,Aug,Maryland,263,103523,624,3685,11,1751515,28558
2020-08-22,Aug,Massachuttces,399,125360,144,8921,20,2064529,13658
2020-08-22,Aug,Michigan,612,106044,1426,6655,21,2459039,33337
2020-08-22,Aug,Minniesota,474,68867,734,1807,8,1357595,16745
2020-08-22,Aug,Nevada,401,65069,636,1197,12,570126,3815
2020-08-22,Aug,New Jersey,459,189236,419,15895,2,2648740,33048
2020-08-22,Aug,New York,854,429165,653,25282,4,7547116,94849
2020-08-22,Aug,North Carolina,635,153641,1729,2521,27,2052118,21233
2020-08-22,Aug,Pennsylvania,350,128429,796,7576,18,1540553,13411
2020-08-22,Aug,Texas,2310,573139,5559,11266,215,4640860,60834
2020-08-22,Aug,Utah,450,48814,369,385,2,622363,2966
2020-08-22,Aug,Washington,722,71598,184,1850,13,1376533,7269
2020-08-23,Aug,Arizona,463,198103,208,4771,15,1149287,6730
2020-08-23,Aug,California,2020,663669,6777,12134,146,10541031,104679
2020-08-23,Aug,Colorado,864,54883,297,1815,0,930152,11226
2020-08-23,Aug,Florida,885,600571,2974,10462,51,4428633,26786
2020-08-23,Aug,Georgia,2196,253949,1727,5132,40,2171884,22714
2020-08-23,Aug,Illinois,1910,221595,1893,8089,6,3705453,54351
2020-08-23,Aug,Maryland,282,104102,579,3691,6,1772656,21141
2020-08-23,Aug,Massachuttces,453,125360,0,8921,0,2064529,0
2020-08-23,Aug,Michigan,676,106808,764,6659,4,2533472,74433
2020-08-23,Aug,Minniesota,501,69584,717,1813,6,1374536,16941
2020-08-23,Aug,Nevada,487,65601,532,1197,0,574229,4103
2020-08-23,Aug,New Jersey,517,189494,258,15898,3,2648998,258
2020-08-23,Aug,New York,917,429737,572,25288,6,7621159,74043
2020-08-23,Aug,North Carolina,635,155113,1472,2531,10,2078472,26354
2020-08-23,Aug,Pennsylvania,396,129048,619,7578,2,1553020,12467
2020-08-23,Aug,Texas,2385,577537,4398,11370,104,4668028,27168
2020-08-23,Aug,Utah,434,49115,301,385,0,624836,2473
2020-08-23,Aug,Washington,708,71659,61,1857,7,1379036,2503
2020-08-24,Aug,Arizona,494,198414,311,4771,0,1155629,6342
2020-08-24,Aug,California,1998,668615,4946,12152,18,10652487,111456
2020-08-24,Aug,Colorado,941,55143,260,1815,0,938596,8444
2020-08-24,Aug,Florida,917,602829,2258,10534,72,4447156,18523
2020-08-24,Aug,Georgia,2166,256253,2304,5156,24,2205181,33297
2020-08-24,Aug,Illinois,2060,223207,1612,8097,8,3741608,36155
2020-08-24,Aug,Maryland,281,104669,567,3694,3,1794703,22047
2020-08-24,Aug,Massachuttces,428,126022,662,8948,27,2122991,58462
2020-08-24,Aug,Michigan,674,107686,878,6663,4,2554894,21422
2020-08-24,Aug,Minniesota,509,70298,714,1817,4,1386513,11977
2020-08-24,Aug,Nevada,460,66010,409,1200,3,576677,2448
2020-08-24,Aug,New Jersey,475,189719,225,15901,3,2676812,27814
2020-08-24,Aug,New York,860,430145,408,25295,7,7683190,62031
2020-08-24,Aug,North Carolina,640,156396,1283,2535,4,2087695,9223
2020-08-24,Aug,Pennsylvania,418,129474,426,7579,1,1562838,9818
2020-08-24,Aug,Texas,2414,580384,2847,11395,25,4670875,2847
2020-08-24,Aug,Utah,468,49364,249,390,5,626354,1518
2020-08-24,Aug,Washington,686,71681,22,1863,6,1380050,1014
2020-08-25,Aug,Arizona,450,199273,859,4792,21,1160602,4973
2020-08-25,Aug,California,1852,673095,4480,12257,105,10762506,110019
2020-08-25,Aug,Colorado,839,55341,198,1824,9,947645,9049
2020-08-25,Aug,Florida,818,605502,2673,10717,183,4466524,19368
2020-08-25,Aug,Georgia,1816,258354,2101,5262,106,2230850,25669
2020-08-25,Aug,Illinois,1622,224887,1680,8126,29,3782467,40859
2020-08-25,Aug,Maryland,254,105046,377,3707,13,1807573,12870
2020-08-25,Aug,Massachuttces,351,126420,398,8960,12,2157864,34873
2020-08-25,Aug,Michigan,583,108637,951,6684,21,2579175,24281
2020-08-25,Aug,Minniesota,471,70707,409,1825,8,1394986,8473
2020-08-25,Aug,Nevada,368,66413,403,1230,30,579282,2605
2020-08-25,Aug,New Jersey,423,190021,302,15905,4,2697895,21083
2020-08-25,Aug,New York,757,430774,629,25297,2,7750445,67255
2020-08-25,Aug,North Carolina,473,157741,1345,2570,35,2102359,14664
2020-08-25,Aug,Pennsylvania,361,130035,561,7605,26,1575205,12367
2020-08-25,Aug,Texas,2030,586730,6346,11576,181,4724559,53684
2020-08-25,Aug,Utah,427,49767,403,397,7,630599,4245
2020-08-25,Aug,Washington,695,71681,0,1867,4,1380050,0
2020-08-26,Aug,Arizona,446,199459,186,4896,104,1165295,4693
2020-08-26,Aug,California,1829,679099,6004,12407,150,10832757,70251
2020-08-26,Aug,Colorado,782,55800,459,1826,2,955641,7996
2020-08-26,Aug,Florida,800,608722,3220,10872,155,4492818,26294
2020-08-26,Aug,Georgia,1936,260590,2236,5311,49,2248901,18051
2020-08-26,Aug,Illinois,1821,227044,2157,8163,37,3832829,50362
2020-08-26,Aug,Maryland,263,105486,440,3717,10,1819950,12377
2020-08-26,Aug,Massachuttces,376,126756,336,8987,27,2194342,36478
2020-08-26,Aug,Michigan,611,109480,843,6690,6,2620352,41177
2020-08-26,Aug,Minniesota,470,71236,529,1842,17,1406007,11021
2020-08-26,Aug,Nevada,377,66666,253,1250,20,581155,1873
2020-08-26,Aug,New Jersey,468,190306,285,15915,10,2721584,23689
2020-08-26,Aug,New York,767,431340,566,25305,8,7821634,71189
2020-08-26,Aug,North Carolina,485,158985,1244,2606,36,2121001,18642
2020-08-26,Aug,Pennsylvania,360,130536,501,7624,19,1588178,12973
2020-08-26,Aug,Texas,1533,592137,5407,11805,229,4764640,40081
2020-08-26,Aug,Utah,437,50174,407,401,4,637329,6730
2020-08-26,Aug,Washington,677,71705,24,1876,9,1380104,54
2020-08-27,Aug,Arizona,496,200139,680,4929,33,1173293,7998
2020-08-27,Aug,California,1941,683529,4430,12550,143,10918415,85658
2020-08-27,Aug,Colorado,925,55993,193,1835,9,962754,7113
2020-08-27,Aug,Florida,993,611991,3269,11011,139,4517364,24546
2020-08-27,Aug,Georgia,1973,263074,2484,5393,82,2268837,19936
2020-08-27,Aug,Illinois,1769,228751,1707,8186,23,3877339,44510
2020-08-27,Aug,Maryland,289,106063,577,3722,5,1841425,21475
2020-08-27,Aug,Massachuttces,426,127124,368,9007,20,2246626,52284
2020-08-27,Aug,Michigan,672,110343,863,6706,16,2650831,30479
2020-08-27,Aug,Minniesota,525,72390,1154,1855,13,1427347,21340
2020-08-27,Aug,Nevada,472,67220,554,1271,21,584232,3077
2020-08-27,Aug,New Jersey,444,190613,307,15922,7,2748836,27252
2020-08-27,Aug,New York,862,432131,791,25309,4,7905071,83437
2020-08-27,Aug,North Carolina,645,161076,2091,2630,24,2152725,31724
2020-08-27,Aug,Pennsylvania,441,131156,620,7635,11,1602921,14743
2020-08-27,Aug,Texas,2057,597737,5600,12070,265,4793914,29274
2020-08-27,Aug,Utah,482,50557,383,403,2,642761,5432
2020-08-27,Aug,Washington,732,72161,456,1880,4,1391309,11205
2020-08-28,Aug,Arizona,496,200658,519,4978,49,1182397,9104
2020-08-28,Aug,California,1996,688858,5329,12690,140,11010637,92222
2020-08-28,Aug,Colorado,912,56343,350,1835,0,972990,10236
2020-08-28,Aug,Florida,944,615806,3815,11099,88,4547677,30313
2020-08-28,Aug,Georgia,2208,265372,2298,5471,78,2286984,18147
2020-08-28,Aug,Illinois,1897,231185,2434,8206,20,3926007,48668
2020-08-28,Aug,Maryland,252,106664,601,3736,14,1868927,27502
2020-08-28,Aug,Massachuttces,457,127584,460,9023,16,2290752,44126
2020-08-28,Aug,Michigan,597,111136,793,6712,6,2683874,33043
2020-08-28,Aug,Minniesota,487,73240,850,1859,4,1443344,15997
2020-08-28,Aug,Nevada,453,67852,632,1287,16,588551,4319
2020-08-28,Aug,New Jersey,485,190971,358,15932,10,2749194,358
2020-08-28,Aug,New York,854,432767,636,25312,3,8002897,97826
2020-08-28,Aug,North Carolina,624,162491,1415,2652,22,2182891,30166
2020-08-28,Aug,Pennsylvania,330,131991,835,7655,20,1620826,17905
