Date,Month Abbr,State,Number of Flights,Positive,Deaths,Total Tested
2020-10-19,Oct,Michigan,735,164123,7363,4335624
2020-10-20,Oct,Michigan,613,165994,7383,4385791
2020-10-21,Oct,Michigan,606,167872,7418,4420831
2020-10-22,Oct,Michigan,666,170076,7464,4468863
2020-10-01,Oct,Florida,258,709144,14619,5325835
2020-10-01,Oct,Florida,418,709144,14619,5325835
2020-10-01,Oct,Florida,345,709144,14619,5325835
2020-10-02,Oct,Florida,275,711804,14730,5351521
2020-10-02,Oct,Florida,395,711804,14730,5351521
2020-10-02,Oct,Florida,366,711804,14730,5351521
2020-10-03,Oct,Florida,233,714591,14803,5376459
2020-10-03,Oct,Florida,435,714591,14803,5376459
2020-10-03,Oct,Florida,307,714591,14803,5376459
2020-10-04,Oct,Florida,252,716459,14845,5396874
2020-10-04,Oct,Florida,419,716459,14845,5396874
2020-10-04,Oct,Florida,353,716459,14845,5396874
2020-10-05,Oct,Florida,262,717874,14886,5412683
2020-10-05,Oct,Florida,396,717874,14886,5412683
2020-10-05,Oct,Florida,341,717874,14886,5412683
2020-10-06,Oct,Florida,187,720125,14945,5433578
2020-10-06,Oct,Florida,265,720125,14945,5433578
2020-10-06,Oct,Florida,250,720125,14945,5433578
2020-10-07,Oct,Florida,230,722707,15084,5459711
2020-10-07,Oct,Florida,277,722707,15084,5459711
2020-10-07,Oct,Florida,288,722707,15084,5459711
2020-10-08,Oct,Florida,267,726013,15254,5489758
2020-10-08,Oct,Florida,482,726013,15254,5489758
2020-10-08,Oct,Florida,387,726013,15254,5489758
2020-10-09,Oct,Florida,298,728921,15372,5518162
2020-10-09,Oct,Florida,457,728921,15372,5518162
2020-10-09,Oct,Florida,402,728921,15372,5518162
2020-10-10,Oct,Florida,249,728921,15372,5518162
2020-10-10,Oct,Florida,482,728921,15372,5518162
2020-10-10,Oct,Florida,348,728921,15372,5518162
2020-10-11,Oct,Florida,280,734491,15552,5550531
2020-10-11,Oct,Florida,481,734491,15552,5550531
2020-10-11,Oct,Florida,381,734491,15552,5550531
2020-10-12,Oct,Florida,287,736024,15599,5567283
2020-10-12,Oct,Florida,417,736024,15599,5567283
2020-10-12,Oct,Florida,387,736024,15599,5567283
2020-10-13,Oct,Florida,220,738749,15722,5593424
2020-10-13,Oct,Florida,289,738749,15722,5593424
2020-10-13,Oct,Florida,272,738749,15722,5593424
2020-10-14,Oct,Florida,233,741632,15788,5615247
2020-10-14,Oct,Florida,319,741632,15788,5615247
2020-10-14,Oct,Florida,303,741632,15788,5615247
2020-10-15,Oct,Florida,287,744988,15932,5643521
2020-10-15,Oct,Florida,484,744988,15932,5643521
2020-10-15,Oct,Florida,391,744988,15932,5643521
2020-10-16,Oct,Florida,298,748437,16030,5673685
2020-10-16,Oct,Florida,428,748437,16030,5673685
2020-10-16,Oct,Florida,404,748437,16030,5673685
2020-10-17,Oct,Florida,9,752481,16118,5704100
2020-10-17,Oct,Florida,36,752481,16118,5704100
2020-10-17,Oct,Florida,21,752481,16118,5704100
2020-10-18,Oct,Florida,290,755020,16168,5722392
2020-10-18,Oct,Florida,462,755020,16168,5722392
2020-10-18,Oct,Florida,384,755020,16168,5722392
2020-10-19,Oct,Florida,267,756727,16222,5739283
2020-10-19,Oct,Florida,390,756727,16222,5739283
2020-10-19,Oct,Florida,379,756727,16222,5739283
2020-10-20,Oct,Florida,239,760389,16308,5767947
2020-10-20,Oct,Florida,296,760389,16308,5767947
2020-10-20,Oct,Florida,281,760389,16308,5767947
2020-10-21,Oct,Florida,217,760389,16308,5767947
2020-10-21,Oct,Florida,297,760389,16308,5767947
2020-10-21,Oct,Florida,310,760389,16308,5767947
2020-10-22,Oct,Florida,217,768091,16470,5821939
2020-10-22,Oct,Florida,381,768091,16470,5821939
2020-10-22,Oct,Florida,314,768091,16470,5821939
2020-10-01,Oct,Massachuttces,524,132870,9480,4125104
2020-10-02,Oct,Massachuttces,527,133631,9490,4200018
2020-10-03,Oct,Massachuttces,423,134303,9507,4265786
2020-10-04,Oct,Massachuttces,526,134947,9510,4334501
2020-10-05,Oct,Massachuttces,473,135462,9530,4371050
2020-10-06,Oct,Massachuttces,390,135957,9538,4416428
2020-10-07,Oct,Massachuttces,379,136492,9557,4478131
2020-10-08,Oct,Massachuttces,524,136936,9565,4541516
2020-10-09,Oct,Massachuttces,547,137701,9577,4601434
2020-10-10,Oct,Massachuttces,436,138340,9587,4670758
2020-10-11,Oct,Massachuttces,476,138903,9604,4748004
2020-10-12,Oct,Massachuttces,475,139663,9617,4815399
2020-10-13,Oct,Massachuttces,398,140412,9630,4857515
2020-10-14,Oct,Massachuttces,385,140992,9647,4896199
2020-10-15,Oct,Massachuttces,518,141579,9672,4955322
2020-10-16,Oct,Massachuttces,515,142346,9702,5012963
2020-10-17,Oct,Massachuttces,24,142930,9723,5088797
2020-10-18,Oct,Massachuttces,480,143660,9737,5168943
2020-10-19,Oct,Massachuttces,428,144488,9753,5239651
2020-10-20,Oct,Massachuttces,355,145464,9758,5306041
2020-10-21,Oct,Massachuttces,368,146166,9780,5366394
2020-10-22,Oct,Massachuttces,352,147215,9810,5441066
2020-10-01,Oct,Georgia,2247,319334,7063,2954392
2020-10-02,Oct,Georgia,2310,320634,7106,2970013
2020-10-03,Oct,Georgia,2211,322078,7134,3001381
2020-10-04,Oct,Georgia,2418,322925,7162,3018618
2020-10-05,Oct,Georgia,2253,323714,7192,3032757
2020-10-06,Oct,Georgia,2122,324650,7229,3044792
2020-10-07,Oct,Georgia,2047,326142,7259,3058187
2020-10-08,Oct,Georgia,2326,327407,7294,3083121
2020-10-09,Oct,Georgia,2430,329032,7348,3112629
2020-10-10,Oct,Georgia,2145,330269,7393,3132559
2020-10-11,Oct,Georgia,2409,331409,7416,3151039
2020-10-12,Oct,Georgia,2237,332311,7429,3168126
2020-10-13,Oct,Georgia,2000,333304,7454,3180548
2020-10-14,Oct,Georgia,2036,334601,7470,3204308
2020-10-15,Oct,Georgia,2291,336241,7492,3229781
2020-10-16,Oct,Georgia,2363,337850,7556,3254270
2020-10-17,Oct,Georgia,63,339384,7607,3280668
2020-10-18,Oct,Georgia,2454,340558,7638,3298458
2020-10-19,Oct,Georgia,2152,341310,7657,3314279
2020-10-20,Oct,Georgia,1998,342438,7674,3327836
2020-10-21,Oct,Georgia,1857,342438,7674,3327836
2020-10-22,Oct,Georgia,2120,345535,7729,3367534
2020-10-01,Oct,New York,840,460031,25490,10856531
2020-10-01,Oct,New York,207,460031,25490,10856531
2020-10-02,Oct,New York,821,461629,25497,10976024
2020-10-02,Oct,New York,222,461629,25497,10976024
2020-10-03,Oct,New York,744,463360,25505,11110291
2020-10-03,Oct,New York,209,463360,25505,11110291
2020-10-04,Oct,New York,832,464582,25519,11220620
2020-10-04,Oct,New York,212,464582,25519,11220620
2020-10-05,Oct,New York,773,465515,25527,11297024
2020-10-05,Oct,New York,215,465515,25527,11297024
2020-10-06,Oct,New York,620,466908,25536,11393383
2020-10-06,Oct,New York,187,466908,25536,11393383
2020-10-07,Oct,New York,651,468268,25545,11501629
2020-10-07,Oct,New York,197,468268,25545,11501629
2020-10-08,Oct,New York,814,470104,25555,11647440
2020-10-08,Oct,New York,214,470104,25555,11647440
2020-10-09,Oct,New York,796,471696,25561,11786740
2020-10-09,Oct,New York,216,471696,25561,11786740
2020-10-10,Oct,New York,717,473143,25569,11921319
2020-10-10,Oct,New York,200,473143,25569,11921319
2020-10-11,Oct,New York,852,474286,25574,12039573
2020-10-11,Oct,New York,215,474286,25574,12039573
2020-10-12,Oct,New York,764,475315,25587,12131366
2020-10-12,Oct,New York,214,475315,25587,12131366
2020-10-13,Oct,New York,639,476708,25598,12230436
2020-10-13,Oct,New York,193,476708,25598,12230436
2020-10-14,Oct,New York,676,477940,25605,12342180
2020-10-14,Oct,New York,193,477940,25605,12342180
2020-10-15,Oct,New York,833,479400,25618,12475392
2020-10-15,Oct,New York,203,479400,25618,12475392
2020-10-16,Oct,New York,744,481107,25628,12611431
2020-10-16,Oct,New York,221,481107,25628,12611431
2020-10-17,Oct,New York,47,482891,25637,12771403
2020-10-17,Oct,New York,3,482891,25637,12771403
2020-10-18,Oct,New York,867,484281,25644,12900166
2020-10-18,Oct,New York,211,484281,25644,12900166
2020-10-19,Oct,New York,726,485279,25659,12982175
2020-10-19,Oct,New York,223,485279,25659,12982175
2020-10-20,Oct,New York,625,486480,25672,13072715
2020-10-20,Oct,New York,181,486480,25672,13072715
2020-10-21,Oct,New York,655,488506,25679,13197504
2020-10-21,Oct,New York,196,488506,25679,13197504
2020-10-22,Oct,New York,671,490134,25694,13332845
2020-10-22,Oct,New York,165,490134,25694,13332845
2020-10-01,Oct,California,1025,813687,15888,14771851
2020-10-01,Oct,California,210,813687,15888,14771851
2020-10-01,Oct,California,612,813687,15888,14771851
2020-10-02,Oct,California,1132,817277,15986,14868431
2020-10-02,Oct,California,206,817277,15986,14868431
2020-10-02,Oct,California,638,817277,15986,14868431
2020-10-03,Oct,California,1027,819436,16074,14998888
2020-10-03,Oct,California,192,819436,16074,14998888
2020-10-03,Oct,California,606,819436,16074,14998888
2020-10-04,Oct,California,1126,823729,16120,15160287
2020-10-04,Oct,California,213,823729,16120,15160287
2020-10-04,Oct,California,694,823729,16120,15160287
2020-10-05,Oct,California,1049,826784,16149,15301681
2020-10-05,Oct,California,199,826784,16149,15301681
2020-10-05,Oct,California,571,826784,16149,15301681
2020-10-06,Oct,California,955,828461,16177,15430421
2020-10-06,Oct,California,177,828461,16177,15430421
2020-10-06,Oct,California,584,828461,16177,15430421
2020-10-07,Oct,California,1018,831225,16228,15556706
2020-10-07,Oct,California,185,831225,16228,15556706
2020-10-07,Oct,California,595,831225,16228,15556706
2020-10-08,Oct,California,1091,834800,16361,15623623
2020-10-08,Oct,California,220,834800,16361,15623623
2020-10-08,Oct,California,606,834800,16361,15623623
2020-10-09,Oct,California,1144,838606,16428,15736497
2020-10-09,Oct,California,227,838606,16428,15736497
2020-10-09,Oct,California,660,838606,16428,15736497
2020-10-10,Oct,California,1035,842776,16500,15878445
2020-10-10,Oct,California,195,842776,16500,15878445
2020-10-10,Oct,California,602,842776,16500,15878445
2020-10-11,Oct,California,1164,846579,16564,16047004
2020-10-11,Oct,California,214,846579,16564,16047004
2020-10-11,Oct,California,696,846579,16564,16047004
2020-10-12,Oct,California,1094,850028,16572,16191341
2020-10-12,Oct,California,220,850028,16572,16191341
2020-10-12,Oct,California,657,850028,16572,16191341
2020-10-13,Oct,California,989,852406,16581,16333717
2020-10-13,Oct,California,189,852406,16581,16333717
2020-10-13,Oct,California,576,852406,16581,16333717
2020-10-14,Oct,California,1057,855072,16639,16425487
2020-10-14,Oct,California,190,855072,16639,16425487
2020-10-14,Oct,California,599,855072,16639,16425487
2020-10-15,Oct,California,1084,858401,16757,16517812
2020-10-15,Oct,California,196,858401,16757,16517812
2020-10-15,Oct,California,643,858401,16757,16517812
2020-10-16,Oct,California,1136,861476,16830,16621956
2020-10-16,Oct,California,221,861476,16830,16621956
2020-10-16,Oct,California,639,861476,16830,16621956
2020-10-17,Oct,California,82,864455,16899,16756711
2020-10-17,Oct,California,7,864455,16899,16756711
2020-10-17,Oct,California,27,864455,16899,16756711
2020-10-18,Oct,California,1184,867317,16943,16892062
2020-10-18,Oct,California,217,867317,16943,16892062
2020-10-18,Oct,California,668,867317,16943,16892062
2020-10-19,Oct,California,1106,870791,16970,17042408
2020-10-19,Oct,California,226,870791,16970,17042408
2020-10-19,Oct,California,669,870791,16970,17042408
2020-10-20,Oct,California,996,874077,16992,17189070
2020-10-20,Oct,California,184,874077,16992,17189070
2020-10-20,Oct,California,578,874077,16992,17189070
2020-10-21,Oct,California,1052,877784,17027,17293139
2020-10-21,Oct,California,190,877784,17027,17293139
2020-10-21,Oct,California,609,877784,17027,17293139
2020-10-22,Oct,California,663,880724,17189,17358770
2020-10-22,Oct,California,103,880724,17189,17358770
2020-10-22,Oct,California,331,880724,17189,17358770
2020-10-01,Oct,Nevada,482,80410,1603,701557
2020-10-02,Oct,Nevada,501,81182,1609,706635
2020-10-03,Oct,Nevada,396,81708,1620,710210
2020-10-04,Oct,Nevada,505,82100,1623,713389
2020-10-05,Oct,Nevada,481,82437,1623,716564
2020-10-06,Oct,Nevada,329,82916,1629,718732
2020-10-07,Oct,Nevada,365,83347,1636,720509
2020-10-08,Oct,Nevada,518,83827,1649,724198
2020-10-09,Oct,Nevada,529,84593,1657,730234
2020-10-10,Oct,Nevada,404,85399,1659,734943
2020-10-11,Oct,Nevada,540,85779,1661,738304
2020-10-12,Oct,Nevada,480,86348,1664,741168
2020-10-13,Oct,Nevada,345,86835,1674,743677
2020-10-14,Oct,Nevada,371,87314,1691,747418
2020-10-15,Oct,Nevada,511,87969,1698,745344
2020-10-16,Oct,Nevada,525,88685,1707,747671
2020-10-17,Oct,Nevada,32,89652,1707,755234
2020-10-18,Oct,Nevada,527,90261,1710,759508
2020-10-19,Oct,Nevada,499,90843,1712,763202
2020-10-20,Oct,Nevada,329,91499,1727,766312
2020-10-21,Oct,Nevada,364,92064,1732,769613
2020-10-22,Oct,Nevada,277,92853,1736,774095
2020-10-01,Oct,Minniesota,515,100200,2102,2055888
2020-10-02,Oct,Minniesota,520,101366,2112,2086963
2020-10-03,Oct,Minniesota,476,102787,2126,2116038
2020-10-04,Oct,Minniesota,520,103826,2133,2146411
2020-10-05,Oct,Minniesota,503,104799,2136,2169786
2020-10-06,Oct,Minniesota,467,105740,2140,2182970
2020-10-07,Oct,Minniesota,454,106651,2154,2195882
2020-10-08,Oct,Minniesota,518,107922,2160,2224194
2020-10-09,Oct,Minniesota,516,109312,2174,2256165
2020-10-10,Oct,Minniesota,467,110828,2184,2288662
2020-10-11,Oct,Minniesota,506,112268,2194,2318810
2020-10-12,Oct,Minniesota,507,113439,2197,2337122
2020-10-13,Oct,Minniesota,461,114574,2204,2355124
2020-10-14,Oct,Minniesota,472,115943,2180,2367344
2020-10-15,Oct,Minniesota,517,117106,2199,2386848
2020-10-16,Oct,Minniesota,522,119396,2212,2430551
2020-10-17,Oct,Minniesota,15,121090,2217,2458271
2020-10-18,Oct,Minniesota,522,122812,2234,2489218
2020-10-19,Oct,Minniesota,507,124439,2239,2511395
2020-10-20,Oct,Minniesota,354,125531,2246,2522999
2020-10-21,Oct,Minniesota,464,126591,2281,2539376
2020-10-22,Oct,Minniesota,359,128152,2301,2564491
2020-10-01,Oct,New Jersey,566,205889,16127,3613646
2020-10-02,Oct,New Jersey,605,206629,16131,3672127
2020-10-03,Oct,New Jersey,512,207576,16135,3673074
2020-10-04,Oct,New Jersey,614,208202,16136,3734094
2020-10-05,Oct,New Jersey,574,208713,16138,3758058
2020-10-06,Oct,New Jersey,489,209342,16147,3758687
2020-10-07,Oct,New Jersey,491,209850,16152,3781810
2020-10-08,Oct,New Jersey,628,211148,16160,3842667
2020-10-09,Oct,New Jersey,628,212013,16164,3878988
2020-10-10,Oct,New Jersey,529,212877,16171,3914021
2020-10-11,Oct,New Jersey,613,213628,16174,3914772
2020-10-12,Oct,New Jersey,569,214097,16175,3971597
2020-10-13,Oct,New Jersey,484,215085,16182,3972585
2020-10-14,Oct,New Jersey,488,216023,16191,4036867
2020-10-15,Oct,New Jersey,613,216994,16197,4070357
2020-10-16,Oct,New Jersey,615,217804,16202,4101399
2020-10-17,Oct,New Jersey,32,218738,16204,4135796
2020-10-18,Oct,New Jersey,615,220013,16211,4138871
2020-10-19,Oct,New Jersey,575,221205,16214,4217705
2020-10-20,Oct,New Jersey,479,222193,16227,4235300
2020-10-21,Oct,New Jersey,477,223223,16245,4264123
2020-10-22,Oct,New Jersey,511,224385,16263,4297612
2020-10-01,Oct,Pennsylvania,344,160123,8160,2049762
2020-10-02,Oct,Pennsylvania,408,161284,8179,2066255
2020-10-03,Oct,Pennsylvania,177,161284,8199,2066255
2020-10-04,Oct,Pennsylvania,297,163535,8216,2095170
2020-10-05,Oct,Pennsylvania,414,164207,8227,2105159
2020-10-06,Oct,Pennsylvania,202,165243,8244,2117235
2020-10-07,Oct,Pennsylvania,379,166552,8272,2134094
2020-10-08,Oct,Pennsylvania,368,167928,8299,2153031
2020-10-09,Oct,Pennsylvania,413,169308,8308,2169073
2020-10-10,Oct,Pennsylvania,194,171050,8344,2190490
2020-10-11,Oct,Pennsylvania,330,172216,8350,2205861
2020-10-12,Oct,Pennsylvania,395,173304,8368,2218010
2020-10-13,Oct,Pennsylvania,230,174646,8384,2234739
2020-10-14,Oct,Pennsylvania,380,175922,8411,2250651
2020-10-15,Oct,Pennsylvania,370,177520,8432,2266717
2020-10-16,Oct,Pennsylvania,411,179086,8457,2282130
2020-10-17,Oct,Pennsylvania,6,180943,8466,2300793
2020-10-18,Oct,Pennsylvania,330,182212,8492,2314863
2020-10-19,Oct,Pennsylvania,423,183315,8500,2327281
2020-10-20,Oct,Pennsylvania,229,184872,8533,2340511
2020-10-21,Oct,Pennsylvania,394,186297,8562,2353833
2020-10-22,Oct,Pennsylvania,274,188360,8592,2373439
2020-10-01,Oct,Arizona,513,219212,5674,1471368
2020-10-02,Oct,Arizona,533,219763,5693,1478504
2020-10-03,Oct,Arizona,455,220399,5705,1488145
2020-10-04,Oct,Arizona,497,220754,5706,1496131
2020-10-05,Oct,Arizona,510,221070,5707,1502873
2020-10-06,Oct,Arizona,476,221934,5713,1511427
2020-10-07,Oct,Arizona,491,222538,5733,1518694
2020-10-08,Oct,Arizona,549,223401,5743,1531095
2020-10-09,Oct,Arizona,549,224084,5746,1543445
2020-10-10,Oct,Arizona,486,224978,5759,1556015
2020-10-11,Oct,Arizona,529,225575,5759,1566165
2020-10-12,Oct,Arizona,549,226050,5759,1574200
2020-10-13,Oct,Arizona,494,226734,5767,1581151
2020-10-14,Oct,Arizona,492,227635,5772,1589202
2020-10-15,Oct,Arizona,543,228748,5789,1601033
2020-10-16,Oct,Arizona,569,229486,5806,1609380
2020-10-17,Oct,Arizona,83,230407,5824,1620703
2020-10-18,Oct,Arizona,536,231149,5827,1631023
2020-10-19,Oct,Arizona,542,231897,5830,1639785
2020-10-20,Oct,Arizona,489,232937,5837,1647345
2020-10-21,Oct,Arizona,491,233912,5854,1657389
2020-10-22,Oct,Arizona,339,234906,5859,1668562
2020-10-01,Oct,Utah,469,74050,459,836218
2020-10-02,Oct,Utah,473,75157,474,845583
2020-10-03,Oct,Utah,432,76225,476,852680
2020-10-04,Oct,Utah,446,77618,478,860894
2020-10-05,Oct,Utah,456,78723,482,866180
2020-10-06,Oct,Utah,440,79439,488,875601
2020-10-07,Oct,Utah,432,80446,496,881440
2020-10-08,Oct,Utah,480,81947,501,892022
2020-10-09,Oct,Utah,478,83290,505,901048
2020-10-10,Oct,Utah,433,84644,510,912894
2020-10-11,Oct,Utah,450,85844,517,918571
2020-10-12,Oct,Utah,466,86832,522,922931
2020-10-13,Oct,Utah,443,87819,522,931732
2020-10-14,Oct,Utah,404,88963,527,940687
2020-10-15,Oct,Utah,482,90461,529,948002
2020-10-16,Oct,Utah,465,91957,537,957309
2020-10-17,Oct,Utah,10,93297,540,966451
2020-10-18,Oct,Utah,447,94394,543,973938
2020-10-19,Oct,Utah,454,95562,546,980659
2020-10-20,Oct,Utah,444,96643,551,986424
2020-10-21,Oct,Utah,437,98006,557,993995
2020-10-22,Oct,Utah,297,99549,563,1004286
2020-10-01,Oct,Washington,708,87522,2126,1868089
2020-10-02,Oct,Washington,773,88116,2132,1884074
2020-10-03,Oct,Washington,744,88810,2143,1905759
2020-10-04,Oct,Washington,731,89419,2142,1922956
2020-10-05,Oct,Washington,713,89874,2142,1935899
2020-10-06,Oct,Washington,667,90276,2158,1951407
2020-10-07,Oct,Washington,702,90663,2165,1961067
2020-10-08,Oct,Washington,710,91208,2177,1987477
2020-10-09,Oct,Washington,748,91918,2183,2016471
2020-10-10,Oct,Washington,678,92560,2190,2037946
2020-10-11,Oct,Washington,703,93035,2190,2061438
2020-10-12,Oct,Washington,711,93035,2190,2061438
2020-10-13,Oct,Washington,672,94775,2211,2123908
2020-10-14,Oct,Washington,689,94775,2211,2123908
2020-10-15,Oct,Washington,717,95509,2221,2146509
2020-10-16,Oct,Washington,741,96185,2232,2169192
2020-10-17,Oct,Washington,40,96894,2239,2194254
2020-10-18,Oct,Washington,705,98201,2239,2214560
2020-10-19,Oct,Washington,715,98201,2239,2230785
2020-10-20,Oct,Washington,689,98661,2258,2244336
2020-10-21,Oct,Washington,693,99150,2282,2252788
2020-10-22,Oct,Washington,474,99874,2286,2276453
2020-10-01,Oct,Virginia,488,148721,3228,2074236
2020-10-02,Oct,Virginia,454,149687,3250,2094361
2020-10-03,Oct,Virginia,494,150803,3270,2113878
2020-10-04,Oct,Virginia,526,151870,3273,2113878
2020-10-05,Oct,Virginia,435,152557,3276,2139991
2020-10-06,Oct,Virginia,371,153182,3291,2154168
2020-10-07,Oct,Virginia,390,153691,3303,2170313
2020-10-08,Oct,Virginia,529,155535,3328,2189792
2020-10-09,Oct,Virginia,463,156649,3344,2219510
2020-10-10,Oct,Virginia,502,157905,3354,2238204
2020-10-11,Oct,Virginia,502,158716,3358,2256820
2020-10-12,Oct,Virginia,439,159570,3361,2271842
2020-10-13,Oct,Virginia,374,160805,3372,2292562
2020-10-14,Oct,Virginia,388,161610,3381,2304369
2020-10-15,Oct,Virginia,531,162941,3388,2326802
2020-10-16,Oct,Virginia,455,164124,3408,2346899
2020-10-17,Oct,Virginia,35,165238,3422,2366380
2020-10-18,Oct,Virginia,515,166138,3433,2386778
2020-10-19,Oct,Virginia,433,166828,3457,2398111
2020-10-20,Oct,Virginia,381,167754,3485,2411940
2020-10-21,Oct,Virginia,372,168772,3515,2431736
2020-10-22,Oct,Virginia,396,170104,3524,2451698
